referencia,organismo,estado,tipo_subasta,fecha_inicio,fecha_conclusion,lotes,valor_subasta_eur,tasacion_eur,puja_minima_eur,tramo_pujas_eur,deposito_eur,descuento_pct,duracion_dias
SUB-RC-2025-0026I20250015,Suma Gestión Tributaria. Diputación de Alicante - ALACANT/ALICANTE (Suma Gestión Tributaria),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-10-30,2025-11-19,1,78199.32,79266.84,39099.66,3000.0,3909.97,1.35,20.0
SUB-AT-2025-24R0886001674,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-04,2025-11-24,1,128000.0,160000.0,12800.0,2000.0,6400.0,20.0,20.0
SUB-AT-2025-25R0886001158,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-04,2025-11-24,1,6458.8,8073.51,645.88,500.0,322.94,20.0,20.0
SUB-AT-2025-25R0886001160,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-04,2025-11-24,1,6458.8,8073.51,645.88,500.0,322.94,20.0,20.0
SUB-AT-2025-25R0886001161,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-04,2025-11-24,1,6458.8,8073.51,645.88,500.0,322.94,20.0,20.0
SUB-RC-2025-1710000190,Consell Comarcal del Baix Empordà - La Bisbal d'Empordà (Consell Comarcal del Baix Empordá),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-11-04,2025-11-24,1,104557.53,435000.0,36595.13,1000.0,5227.87,75.96,20.0
SUB-RC-2025-4300100125016,BASE-GESTIÓ D'INGRESSOS - Tarragona (Diputación de Tarragona - BASE-GESTIÓ D'INGRESSOS),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-11-04,2025-11-24,1,1618.75,3428.01,161.88,100.0,80.94,52.78,20.0
SUB-RC-2025-4300100125017,BASE-GESTIÓ D'INGRESSOS - Tarragona (Diputación de Tarragona - BASE-GESTIÓ D'INGRESSOS),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-11-04,2025-11-24,1,13155.85,102751.31,1315.59,500.0,657.79,87.2,20.0
SUB-RC-2025-4300100125032,BASE-GESTIÓ D'INGRESSOS - Tarragona (Diputación de Tarragona - BASE-GESTIÓ D'INGRESSOS),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-11-04,2025-11-24,1,60870.7,64249.2,6087.07,1000.0,3043.54,5.26,20.0
SUB-RC-2025-4300100125034,BASE-GESTIÓ D'INGRESSOS - Tarragona (Diputación de Tarragona - BASE-GESTIÓ D'INGRESSOS),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-11-04,2025-11-24,1,20367.6,29035.09,2036.76,500.0,1018.38,29.85,20.0
SUB-AT-2025-25R0886001446,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-04,2025-11-24,1,222634.05,673182.33,,2000.0,11131.7,66.93,20.0
SUB-RC-2025-4300100125022,BASE-GESTIÓ D'INGRESSOS - Tarragona (Diputación de Tarragona - BASE-GESTIÓ D'INGRESSOS),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-11-04,2025-11-24,1,3557.5,7175.25,355.75,100.0,177.88,50.42,20.0
SUB-RC-2025-4300100125027,BASE-GESTIÓ D'INGRESSOS - Tarragona (Diputación de Tarragona - BASE-GESTIÓ D'INGRESSOS),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-11-04,2025-11-24,1,148862.77,157728.92,14886.28,2000.0,7443.14,5.62,20.0
SUB-RC-2025-4300100125019,BASE-GESTIÓ D'INGRESSOS - Tarragona (Diputación de Tarragona - BASE-GESTIÓ D'INGRESSOS),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-11-04,2025-11-24,1,23106.53,30353.55,2310.65,500.0,1155.33,23.88,20.0
SUB-AT-2025-25R0886001157,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-04,2025-11-24,1,6458.8,8073.51,645.88,500.0,322.94,20.0,20.0
SUB-RC-2025-4300100125029,BASE-GESTIÓ D'INGRESSOS - Tarragona (Diputación de Tarragona - BASE-GESTIÓ D'INGRESSOS),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-11-04,2025-11-24,1,5559.15,10475.67,555.91,100.0,277.96,46.93,20.0
SUB-AT-2025-24R0886001692,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-04,2025-11-24,1,3600.0,4500.0,360.0,200.0,180.0,20.0,20.0
SUB-RC-2025-4300100125025,BASE-GESTIÓ D'INGRESSOS - Tarragona (Diputación de Tarragona - BASE-GESTIÓ D'INGRESSOS),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-11-04,2025-11-24,1,53927.43,55288.05,5392.74,1000.0,2696.37,2.46,20.0
SUB-AT-2025-25R4786001196,U.R. SUBASTAS CASTILLA Y LEON - VALLADOLID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-04,2025-11-24,1,21198.4,26498.0,2119.84,500.0,1059.92,20.0,20.0
SUB-RC-2025-4300100125021,BASE-GESTIÓ D'INGRESSOS - Tarragona (Diputación de Tarragona - BASE-GESTIÓ D'INGRESSOS),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-11-04,2025-11-24,1,2541.88,77515.64,254.19,100.0,127.09,96.72,20.0
SUB-AT-2025-24R0886001675,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-04,2025-11-24,1,12000.0,15000.0,1200.0,500.0,600.0,20.0,20.0
SUB-AT-2025-24R0886001679,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-04,2025-11-24,1,3600.0,4500.0,360.0,200.0,180.0,20.0,20.0
SUB-AT-2025-25R3986001049,U.R. SUBASTAS CANTABRIA - SANTANDER (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-04,2025-11-24,1,14847.16,20008.31,,500.0,742.35,25.8,20.0
SUB-AT-2025-24R0886001687,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-04,2025-11-24,1,3600.0,4500.0,360.0,200.0,180.0,20.0,20.0
SUB-AT-2025-24R0886001690,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-04,2025-11-24,1,3600.0,4500.0,360.0,200.0,180.0,20.0,20.0
SUB-AT-2025-24R0886001691,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-04,2025-11-24,1,3200.0,4000.0,320.0,200.0,160.0,20.0,20.0
SUB-RC-2025-4300100125031,BASE-GESTIÓ D'INGRESSOS - Tarragona (Diputación de Tarragona - BASE-GESTIÓ D'INGRESSOS),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-11-04,2025-11-24,1,346636.74,389412.29,34663.67,2000.0,17331.84,10.98,20.0
SUB-AT-2025-24R0886001693,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-04,2025-11-25,1,3600.0,4500.0,360.0,200.0,180.0,20.0,21.0
SUB-AT-2025-24R0886001682,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-04,2025-11-25,1,3600.0,4500.0,360.0,200.0,180.0,20.0,21.0
SUB-RC-2025-4300100125018,BASE-GESTIÓ D'INGRESSOS - Tarragona (Diputación de Tarragona - BASE-GESTIÓ D'INGRESSOS),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-11-04,2025-11-25,1,45298.36,57050.03,4529.84,500.0,2264.92,20.6,21.0
SUB-AT-2025-24R0886001683,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-04,2025-11-25,1,3600.0,4500.0,360.0,200.0,180.0,20.0,21.0
SUB-AT-2025-24R0886001694,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-04,2025-11-25,1,3600.0,4500.0,360.0,200.0,180.0,20.0,21.0
SUB-AT-2025-24R4686001676,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-11,2025-12-01,1,55110.3,311336.41,,1000.0,2755.51,82.3,20.0
SUB-AT-2025-25R0886001398,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-11,2025-12-01,1,47400.0,79000.0,4740.0,1000.0,2370.0,40.0,20.0
SUB-AT-2025-25R0886001399,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-11,2025-12-01,1,49200.0,82000.0,4920.0,1000.0,2460.0,40.0,20.0
SUB-AT-2025-25R0886001516,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-11,2025-12-01,1,52941.17,88235.29,5294.12,1000.0,2647.05,40.0,20.0
SUB-AT-2025-25R0886001517,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-11,2025-12-01,1,52941.17,88235.29,5294.12,1000.0,2647.05,40.0,20.0
SUB-AT-2025-25R0886001518,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-11,2025-12-01,1,52941.17,88235.29,5294.12,1000.0,2647.05,40.0,20.0
SUB-AT-2025-25R0886001519,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-11,2025-12-01,1,105882.34,176470.58,10588.23,2000.0,5294.11,40.0,20.0
SUB-AT-2025-25R0886001521,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-11,2025-12-01,1,105882.34,176470.58,10588.23,2000.0,5294.11,40.0,20.0
SUB-AT-2025-25R3386001073,U.R. SUBASTAS ASTURIAS - OVIEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-11,2025-12-01,1,96543.63,120679.54,9654.36,2000.0,4827.18,20.0,20.0
SUB-AT-2025-25R4186001671,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-11,2025-12-01,1,74510.85,93138.57,7451.08,2000.0,3725.54,20.0,20.0
SUB-AT-2025-25R4786001200,U.R. SUBASTAS CASTILLA Y LEON - VALLADOLID (AEAT),Cancelada,AGENCIA TRIBUTARIA,,,1,50940.91,73639.0,,1000.0,2547.04,30.82,
SUB-AT-2025-25R4786001228,U.R. SUBASTAS CASTILLA Y LEON - VALLADOLID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-11,2025-12-01,1,34008.75,43900.0,3400.87,1000.0,1700.43,22.53,20.0
SUB-AT-2025-25R4186001617,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-11,2025-12-01,1,44116.76,55145.96,4411.67,1000.0,2205.83,20.0,20.0
SUB-AT-2025-25R0886001520,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-11,2025-12-01,1,52941.17,88235.29,5294.12,1000.0,2647.05,40.0,20.0
SUB-AT-2025-25R4186001376,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-11,2025-12-01,1,4490.0,5612.5,449.0,200.0,224.5,20.0,20.0
SUB-AT-2025-25R4186001676,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-11,2025-12-01,1,69238.24,86547.81,6923.82,2000.0,3461.91,20.0,20.0
SUB-AT-2025-25R4686001336,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-11,2025-12-01,1,5507.97,7000.0,550.8,200.0,275.39,21.31,20.0
SUB-AT-2025-25R4186001677,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-11,2025-12-01,1,56815.96,71019.95,5681.6,1000.0,2840.79,20.0,20.0
SUB-AT-2025-25R0686001052,E.R. SUBASTAS.SEDE BADAJOZ - BADAJOZ (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-11,2025-12-01,1,47210.06,77328.93,4721.01,1000.0,2360.5,38.95,20.0
SUB-AT-2025-25R4686001376,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-11,2025-12-02,1,3339.35,4052.38,333.94,200.0,166.96,17.6,21.0
SUB-RC-2025-07003001655,Agencia Tributaria de las Islas Baleares - PALMA (Agencia Tributaria Islas Baleares),Cancelada,RECAUDACIÓN TRIBUTARIA,,,1,262875.01,302188.14,,5257.5,13143.75,13.01,
SUB-AT-2025-25R0886001445,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,41997.85,69996.42,4199.78,1000.0,2099.89,40.0,20.0
SUB-AT-2025-25R0886001447,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,47235.79,78726.32,4723.58,1000.0,2361.78,40.0,20.0
SUB-AT-2025-25R0886001453,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,71773.86,119623.1,7177.39,2000.0,3588.69,40.0,20.0
SUB-AT-2025-25R0886001501,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,19534.98,28696.7,1953.49,500.0,976.74,31.93,20.0
SUB-AT-2025-25R0886001504,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,52941.17,88235.29,5294.12,1000.0,2647.05,40.0,20.0
SUB-AT-2025-25R0886001505,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,52941.17,88235.29,5294.12,1000.0,2647.05,40.0,20.0
SUB-AT-2025-25R0886001510,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,52941.17,88235.29,5294.11,1000.0,2647.05,40.0,20.0
SUB-AT-2025-25R0886001513,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,52941.17,88235.29,5294.12,1000.0,2647.05,40.0,20.0
SUB-AT-2025-25R0886001515,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,52941.17,88235.29,5294.12,1000.0,2647.05,40.0,20.0
SUB-AT-2025-25R2886001451,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,7193.82,11989.7,719.38,500.0,359.69,40.0,20.0
SUB-AT-2025-25R2886001504,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,21275.23,35458.72,2127.52,500.0,1063.76,40.0,20.0
SUB-AT-2025-25R2886001552,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,3095.85,5159.76,309.58,200.0,154.79,40.0,20.0
SUB-AT-2025-25R3386001074,U.R. SUBASTAS ASTURIAS - OVIEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,3228.17,4035.22,322.81,200.0,161.4,20.0,20.0
SUB-RC-2025-0025I20250027,Gestion Tributaria Provincial Albacete - ALBACETE (Diputación de Albacete),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-11-19,2025-12-09,1,59136.0,73920.0,29568.0,1000.0,2956.8,20.0,20.0
SUB-AT-2025-25R2886001420,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,139872.0,233120.0,13987.2,2000.0,6993.6,40.0,20.0
SUB-AT-2025-25R2886001422,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,139872.0,233120.0,13987.2,2000.0,6993.6,40.0,20.0
SUB-AT-2025-25R0886001507,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,52941.17,88235.29,5294.11,1000.0,2647.05,40.0,20.0
SUB-AT-2025-25R0886001509,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,52941.17,88235.29,5294.11,1000.0,2647.05,40.0,20.0
SUB-AT-2025-25R0886001506,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,52941.17,88235.29,5294.11,1000.0,2647.05,40.0,20.0
SUB-AT-2025-25R0886001514,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,52941.17,88235.29,5294.12,1000.0,2647.05,40.0,20.0
SUB-RC-2025-3100200103482,Organismo Autónomo de Hacienda Foral de Navarra - Pamplona,Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-11-19,2025-12-09,1,65556.49,65735.68,,700.0,3277.82,0.27,20.0
SUB-AT-2025-25R0886001427,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,779072.4,1298454.0,77907.24,5000.0,38953.62,40.0,20.0
SUB-AT-2025-25R2886001443,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,67460.77,112434.62,6746.08,2000.0,3373.03,40.0,20.0
SUB-AT-2025-25R2886001392,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,43783.74,72972.9,4378.37,1000.0,2189.18,40.0,20.0
SUB-AT-2025-25R0886001423,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-19,2025-12-09,1,14503.24,18129.06,1450.32,500.0,725.16,20.0,20.0
SUB-RC-2025-3100200102054,Organismo Autónomo de Hacienda Foral de Navarra - Pamplona,Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-11-20,2025-12-10,1,55935.29,70299.16,,600.0,2796.76,20.43,20.0
SUB-RC-2025-3100200103362,Organismo Autónomo de Hacienda Foral de Navarra - Pamplona,Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-11-20,2025-12-11,1,37406.88,38516.8,,500.0,1870.34,2.88,21.0
SUB-RC-2025-0601100106001,Organismo Autónomo de Recaudación y Gestión Tributaria de la Diputación de Badajoz - Badajoz (Diputación de Badajoz),Pendiente de finalización y devolución de depósitos con reserva,RECAUDACIÓN TRIBUTARIA,2025-11-21,2025-12-11,1,9037.01,64011.48,3614.8,300.0,451.85,85.88,20.0
SUB-RC-2025-0601100106004,Organismo Autónomo de Recaudación y Gestión Tributaria de la Diputación de Badajoz - Badajoz (Diputación de Badajoz),Pendiente de finalización y devolución de depósitos con reserva,RECAUDACIÓN TRIBUTARIA,2025-11-21,2025-12-11,1,38212.12,44944.76,15284.85,600.0,1910.61,14.98,20.0
SUB-AT-2025-23R0886001476,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,1875292.07,3107999.03,,5000.0,93764.6,39.66,20.0
SUB-AT-2025-25R0886001385,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Cancelada,AGENCIA TRIBUTARIA,,,1,54250.08,67812.61,5425.01,1000.0,2712.5,20.0,
SUB-AT-2025-25R0886001564,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,39000.0,65000.0,3900.0,1000.0,1950.0,40.0,20.0
SUB-AT-2025-25R2986001158,U.R. SUBASTAS ANDALUCIA 29 - MALAGA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,686498.89,756000.0,68649.89,5000.0,34324.94,9.19,20.0
SUB-AT-2025-25R3986001066,U.R. SUBASTAS CANTABRIA - SANTANDER (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,6579.22,10965.37,657.92,500.0,328.96,40.0,20.0
SUB-AT-2025-25R4586001248,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Cancelada,AGENCIA TRIBUTARIA,,,1,34615.16,66795.89,,1000.0,1730.75,48.18,
SUB-AT-2025-25R4786001120,U.R. SUBASTAS CASTILLA Y LEON - VALLADOLID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,765808.1,848161.0,76580.81,5000.0,38290.4,9.71,20.0
SUB-AT-2025-25R4786001234,U.R. SUBASTAS CASTILLA Y LEON - VALLADOLID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,6077.6,7597.0,607.76,500.0,303.88,20.0,20.0
SUB-AT-2025-25R4786001285,U.R. SUBASTAS CASTILLA Y LEON - VALLADOLID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,257479.15,321848.94,25747.92,2000.0,12873.95,20.0,20.0
SUB-RC-2025-172570016,Ayuntamiento de Torroella de Montgrí - Torroella de Montgrí,Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-11-25,2025-12-15,1,466696.32,969841.32,225000.0,1000.0,23334.82,51.88,20.0
SUB-RC-2025-1743000100007,Consell Comarcal de la Selva - Santa Coloma de Farners,Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-11-25,2025-12-15,1,68725.71,148400.0,24054.0,500.0,3436.29,53.69,20.0
SUB-RC-2025-362020012504,Ayuntamiento de Vigo - Vigo,Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-11-25,2025-12-15,1,713511.64,805453.91,71351.16,1000.0,35675.58,11.41,20.0
SUB-RC-2025-362020012507,Ayuntamiento de Vigo - Vigo,Cancelada,RECAUDACIÓN TRIBUTARIA,,,1,169577.13,174641.82,67830.85,500.0,8478.86,2.9,
SUB-AT-2025-25R4586001186,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,4181.68,6849.63,,200.0,209.08,38.95,20.0
SUB-AT-2025-25R4586001203,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,96535.7,154569.95,,2000.0,4826.78,37.55,20.0
SUB-AT-2025-25R4586001221,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,7953.04,9499.25,795.3,500.0,397.65,16.28,20.0
SUB-AT-2025-25R5086001068,U.R. SUBASTAS ARAGON - ZARAGOZA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,10024.56,12530.7,1002.46,500.0,501.22,20.0,20.0
SUB-AT-2025-25R4786001214,U.R. SUBASTAS CASTILLA Y LEON - VALLADOLID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,5040.0,6300.0,504.0,200.0,252.0,20.0,20.0
SUB-AT-2025-25R0886001523,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,3386.97,5644.95,338.7,200.0,169.34,40.0,20.0
SUB-AT-2025-25R3986001069,U.R. SUBASTAS CANTABRIA - SANTANDER (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,29890.96,144623.35,,500.0,1494.54,79.33,20.0
SUB-AT-2025-25R5086001064,U.R. SUBASTAS ARAGON - ZARAGOZA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-11-25,2025-12-15,1,52560.0,127284.48,,1000.0,2628.0,58.71,20.0
