referencia,organismo,estado,tipo_subasta,fecha_inicio,fecha_conclusion,lotes,valor_subasta_eur,tasacion_eur,puja_minima_eur,tramo_pujas_eur,deposito_eur,descuento_pct,duracion_dias
SUB-RC-2025-4690000146914,Ayuntamiento de Torrent - Torrent,Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-04-01,2025-10-03,1,55780.0,57350.0,27890.0,1000.0,2789.0,2.74,185.0
SUB-AT-2025-25R0686001036,E.R. SUBASTAS.SEDE BADAJOZ - BADAJOZ (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,6013.69,7517.12,601.37,500.0,300.68,20.0,20.0
SUB-AT-2025-25R0886001349,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,39600.0,66000.0,3960.0,1000.0,1980.0,40.0,20.0
SUB-AT-2025-25R0886001350,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,39600.0,66000.0,3960.0,1000.0,1980.0,40.0,20.0
SUB-AT-2025-25R2986001166,U.R. SUBASTAS ANDALUCIA 29 - MALAGA (AEAT),Cancelada,AGENCIA TRIBUTARIA,,,1,363539.04,439950.0,36353.9,2000.0,18176.95,17.37,
SUB-AT-2025-25R4186001117,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,165607.0,207008.76,16560.7,2000.0,8280.35,20.0,20.0
SUB-AT-2025-25R4186001389,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,186199.38,201249.75,18619.94,2000.0,9309.96,7.48,20.0
SUB-AT-2025-25R4186001437,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,63827.53,155981.7,,2000.0,3191.37,59.08,20.0
SUB-AT-2025-25R4186001502,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,22110.38,36850.64,2211.04,500.0,1105.51,40.0,20.0
SUB-AT-2025-25R4686001179,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,44098.91,55123.64,4409.89,1000.0,2204.94,20.0,20.0
SUB-AT-2025-25R4686001180,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,12714.67,15893.34,1271.47,500.0,635.73,20.0,20.0
SUB-AT-2025-25R4686001210,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,8542.24,15775.42,,500.0,427.11,45.85,20.0
SUB-AT-2025-25R4686001268,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,7555.64,9444.55,755.56,500.0,377.78,20.0,20.0
SUB-AT-2025-25R4686001290,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,41803.21,58350.0,4180.32,1000.0,2090.16,28.36,20.0
SUB-AT-2025-25R4686001310,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,4977.61,14265.5,,200.0,248.88,65.11,20.0
SUB-AT-2025-25R4686001315,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,14440.36,18050.46,1444.04,500.0,722.01,20.0,20.0
SUB-RC-2025-0026I20250095,Suma Gestión Tributaria. Diputación de Alicante - ALACANT/ALICANTE (Suma Gestión Tributaria),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-09-16,2025-10-06,1,7750.37,9687.96,775.04,1000.0,387.52,20.0,20.0
SUB-RC-2025-0026I20250098,Suma Gestión Tributaria. Diputación de Alicante - ALACANT/ALICANTE (Suma Gestión Tributaria),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-09-16,2025-10-06,1,6258.6,7823.25,625.86,1000.0,312.93,20.0,20.0
SUB-RC-2025-3100200102264,Organismo Autónomo de Hacienda Foral de Navarra - Pamplona,Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-09-16,2025-10-06,1,736940.12,745966.76,,7500.0,36847.01,1.21,20.0
SUB-RC-2025-4690000146921,Ayuntamiento de Torrent - Torrent,Cancelada,RECAUDACIÓN TRIBUTARIA,,,1,129703.87,227400.0,64851.93,1000.0,6485.19,42.96,
SUB-AT-2025-25R3086001112,U.R. SUBASTAS MURCIA - MURCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,797013.54,1328355.91,79701.35,5000.0,39850.67,40.0,20.0
SUB-RC-2025-0026I20250116,Suma Gestión Tributaria. Diputación de Alicante - ALACANT/ALICANTE (Suma Gestión Tributaria),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-09-16,2025-10-06,1,30530.53,50884.22,3053.05,1000.0,1526.53,40.0,20.0
SUB-AT-2025-25R4686001223,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,17743.02,22178.78,1774.3,500.0,887.15,20.0,20.0
SUB-AT-2025-25R3386001029,U.R. SUBASTAS ASTURIAS - OVIEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,33125.71,129267.26,,1000.0,1656.28,74.37,20.0
SUB-AT-2025-25R4686001234,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,16759.96,20949.95,1675.99,500.0,837.99,20.0,20.0
SUB-AT-2025-25R0686001035,E.R. SUBASTAS.SEDE BADAJOZ - BADAJOZ (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,6013.69,7517.12,601.36,500.0,300.68,20.0,20.0
SUB-AT-2025-25R4686001302,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,8760.67,31610.75,,500.0,438.03,72.29,20.0
SUB-AT-2025-25R0686001037,E.R. SUBASTAS.SEDE BADAJOZ - BADAJOZ (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,5184.64,6480.8,518.46,200.0,259.23,20.0,20.0
SUB-AT-2025-25R4686001303,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,188857.12,236071.41,18885.71,2000.0,9442.85,20.0,20.0
SUB-AT-2025-25R4686001219,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,224899.26,279415.34,22489.93,2000.0,11244.96,19.51,20.0
SUB-AT-2025-25R4686001256,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,41393.92,48582.26,4139.39,1000.0,2069.69,14.8,20.0
SUB-AT-2025-25R4686001365,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,164207.28,295001.39,,2000.0,8210.36,44.34,20.0
SUB-AT-2025-25R4186001226,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,31364.8,39206.0,3136.48,1000.0,1568.24,20.0,20.0
SUB-AT-2025-25R4686001316,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,7525.29,9406.62,752.53,500.0,376.26,20.0,20.0
SUB-AT-2025-25R4686001338,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,61734.91,77985.87,6173.49,2000.0,3086.74,20.84,20.0
SUB-AT-2025-25R4686001254,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,18703.48,51010.05,,500.0,935.17,63.33,20.0
SUB-AT-2025-25R4686001366,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,84522.97,189399.74,,2000.0,4226.14,55.37,20.0
SUB-AT-2025-25R4686001280,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,4262.76,5328.45,426.28,200.0,213.13,20.0,20.0
SUB-RC-2025-0026I20240333,Suma Gestión Tributaria. Diputación de Alicante - ALACANT/ALICANTE (Suma Gestión Tributaria),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-09-16,2025-10-06,1,5852.55,9754.25,585.26,300.0,292.63,40.0,20.0
SUB-AT-2025-25R4686001318,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,16716.72,20895.9,1671.67,500.0,835.83,20.0,20.0
SUB-AT-2025-25R0886001324,U.R. SUBASTAS CATALUÑA - BARCELONA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,42031.4,70477.62,,1000.0,2101.57,40.36,20.0
SUB-AT-2025-25R4686001281,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,3316.76,4145.95,331.68,200.0,165.83,20.0,20.0
SUB-AT-2025-25R4686001282,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,65490.31,98774.55,,2000.0,3274.51,33.7,20.0
SUB-AT-2025-25R4186001551,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,171398.84,178600.0,17139.88,2000.0,8569.94,4.03,20.0
SUB-AT-2025-25R3086001117,U.R. SUBASTAS MURCIA - MURCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-06,1,4306.62,8986.06,,200.0,215.33,52.07,20.0
SUB-AT-2025-25R4686001317,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-07,1,24881.09,85332.5,,500.0,1244.05,70.84,21.0
SUB-AT-2025-21R2986001039,U.R. SUBASTAS ANDALUCIA 29 - MALAGA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-07,1,25298.33,36200.0,,500.0,1264.91,30.12,21.0
SUB-AT-2025-25R4686001324,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-07,1,402053.02,502566.28,40205.3,2000.0,20102.65,20.0,21.0
SUB-AT-2025-25R4686001248,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-16,2025-10-07,1,142474.41,160246.35,14247.44,2000.0,7123.72,11.09,21.0
SUB-RC-2025-00126,Diputación de Valencia - Servicio Gestión Tributaria - VALENCIA (Diputación de Valencia),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-09-18,2025-10-08,1,209504.58,241174.0,20950.45,1000.0,10475.21,13.13,20.0
SUB-RC-2025-0601100103005,Organismo Autónomo de Recaudación y Gestión Tributaria de la Diputación de Badajoz - Badajoz (Diputación de Badajoz),Cancelada,RECAUDACIÓN TRIBUTARIA,,,1,59233.82,74774.34,29616.91,600.0,2961.69,20.78,
SUB-RC-2025-0601100103008,Organismo Autónomo de Recaudación y Gestión Tributaria de la Diputación de Badajoz - Badajoz (Diputación de Badajoz),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-09-18,2025-10-08,1,79296.01,89655.6,39648.01,600.0,3964.8,11.55,20.0
SUB-RC-2025-0601100103009,Organismo Autónomo de Recaudación y Gestión Tributaria de la Diputación de Badajoz - Badajoz (Diputación de Badajoz),Cancelada,RECAUDACIÓN TRIBUTARIA,,,1,96250.89,127091.89,48125.4,600.0,4812.54,24.27,
SUB-AT-2025-25R4186001439,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Cancelada,AGENCIA TRIBUTARIA,,,1,60163.96,90981.41,,2000.0,3008.19,33.87,
SUB-AT-2025-25R0686001031,E.R. SUBASTAS.SEDE BADAJOZ - BADAJOZ (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,22423.76,37372.94,2242.37,500.0,1121.18,40.0,20.0
SUB-AT-2025-25R2886001409,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,18138.69,30231.16,1813.87,500.0,906.93,40.0,20.0
SUB-AT-2025-25R2886001483,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,6557.43,10929.06,655.74,500.0,327.87,40.0,20.0
SUB-AT-2025-25R2886001484,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,6569.42,10949.04,656.94,500.0,328.47,40.0,20.0
SUB-AT-2025-25R2886001541,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,3956.27,4945.34,395.63,200.0,197.81,20.0,20.0
SUB-AT-2025-25R2886001544,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,3956.27,4945.34,395.63,200.0,197.81,20.0,20.0
SUB-AT-2025-25R2886001560,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,16959.23,28265.39,1695.92,500.0,847.96,40.0,20.0
SUB-AT-2025-25R2886001561,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,792.03,1320.06,79.2,100.0,39.6,40.0,20.0
SUB-AT-2025-25R2886001565,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,52998.31,88330.53,5299.83,1000.0,2649.91,40.0,20.0
SUB-AT-2025-25R3086001123,U.R. SUBASTAS MURCIA - MURCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,7518.72,9398.4,751.87,500.0,375.93,20.0,20.0
SUB-AT-2025-25R3086001124,U.R. SUBASTAS MURCIA - MURCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,5576.44,6970.56,557.64,200.0,278.82,20.0,20.0
SUB-AT-2025-25R3086001125,U.R. SUBASTAS MURCIA - MURCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,5576.44,6970.56,557.64,200.0,278.82,20.0,20.0
SUB-AT-2025-25R4186001549,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Cancelada,AGENCIA TRIBUTARIA,,,1,139973.4,174966.75,13997.34,2000.0,6998.67,20.0,
SUB-AT-2025-25R4186001585,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,22865.02,45900.34,,500.0,1143.25,50.19,20.0
SUB-AT-2025-25R4186001591,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,60035.19,123200.0,,2000.0,3001.75,51.27,20.0
SUB-AT-2025-25R4586001139,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Cancelada,AGENCIA TRIBUTARIA,,,1,116838.81,236680.75,,2000.0,5841.94,50.63,
SUB-AT-2025-25R4586001157,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Cancelada,AGENCIA TRIBUTARIA,,,1,9667.38,44088.29,,500.0,483.36,78.07,
SUB-AT-2025-25R4586001171,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,4018.79,30785.6,,200.0,200.93,86.95,20.0
SUB-AT-2025-25R4586001185,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,101813.96,143221.32,,2000.0,5090.69,28.91,20.0
SUB-AT-2025-25R4586001189,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,67565.62,84457.03,6756.56,2000.0,3378.28,20.0,20.0
SUB-RC-2025-0601100104001,Organismo Autónomo de Recaudación y Gestión Tributaria de la Diputación de Badajoz - Badajoz (Diputación de Badajoz),Cancelada,RECAUDACIÓN TRIBUTARIA,,,1,157559.59,361059.0,78779.8,1000.0,7877.98,56.36,
SUB-RC-2025-220050012524,Diputación Provincial de Huesca - Huesca (Diputación de Huesca),Cancelada,RECAUDACIÓN TRIBUTARIA,,,1,12048.63,52463.77,,250.0,602.43,77.03,
SUB-RC-2025-220050012526,Diputación Provincial de Huesca - Huesca (Diputación de Huesca),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-09-23,2025-10-13,1,8992.47,99395.84,,200.0,449.62,90.95,20.0
SUB-RC-2025-220050012527,Diputación Provincial de Huesca - Huesca (Diputación de Huesca),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-09-23,2025-10-13,1,8005.86,10007.33,800.59,200.0,400.29,20.0,20.0
SUB-RC-2025-220050012528,Diputación Provincial de Huesca - Huesca (Diputación de Huesca),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-09-23,2025-10-13,1,8005.86,10007.33,800.59,200.0,400.29,20.0,20.0
SUB-RC-2025-300010014,Agencia Municipal Tributaria del Ayuntamiento de Murcia - Murcia (Ayuntamiento de Murcia),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-09-23,2025-10-13,1,186650.13,350000.0,18665.01,3000.0,9332.5,46.67,20.0
SUB-RC-2025-300010015,Agencia Municipal Tributaria del Ayuntamiento de Murcia - Murcia (Ayuntamiento de Murcia),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-09-23,2025-10-13,1,320000.0,400000.0,32000.0,3000.0,16000.0,20.0,20.0
SUB-RC-2025-300010016,Agencia Municipal Tributaria del Ayuntamiento de Murcia - Murcia (Ayuntamiento de Murcia),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-09-23,2025-10-13,1,10800.0,13500.0,1080.0,1000.0,1080.0,20.0,20.0
SUB-RC-2025-220050012514,Diputación Provincial de Huesca - Huesca (Diputación de Huesca),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-09-23,2025-10-13,1,9440.4,33170.4,,200.0,472.02,71.54,20.0
SUB-AT-2025-25R2886001481,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,6782.72,11304.54,678.27,500.0,339.13,40.0,20.0
SUB-AT-2025-25R4186001489,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,57305.27,81073.68,,1000.0,2865.26,29.32,20.0
SUB-AT-2025-25R4186001503,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,27791.9,51560.31,,500.0,1389.59,46.1,20.0
SUB-AT-2025-25R4586001164,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,4461.83,7436.39,446.18,200.0,223.09,40.0,20.0
SUB-AT-2025-25R4186001588,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,25668.4,32085.5,2566.84,500.0,1283.42,20.0,20.0
SUB-AT-2025-25R4186001592,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,24501.36,30626.7,2450.13,500.0,1225.06,20.0,20.0
SUB-AT-2025-25R4186001587,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,25668.4,32085.5,2566.84,500.0,1283.42,20.0,20.0
SUB-AT-2025-25R4186001589,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,25668.4,32085.5,2566.84,500.0,1283.42,20.0,20.0
SUB-RC-2025-220050012529,Diputación Provincial de Huesca - Huesca (Diputación de Huesca),Finalizada y depósitos con reserva devueltos,RECAUDACIÓN TRIBUTARIA,2025-09-23,2025-10-13,1,8005.86,10007.33,800.59,200.0,400.29,20.0,20.0
SUB-AT-2025-25R2886001323,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,20537.5,23179.0,2053.75,500.0,1026.87,11.4,20.0
SUB-AT-2025-25R2886001487,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,31080.71,51801.19,3108.07,1000.0,1554.03,40.0,20.0
SUB-AT-2025-25R4586001149,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,76818.78,120681.0,,2000.0,3840.93,36.35,20.0
SUB-AT-2025-25R4686001266,U.R. SUBASTAS VALENCIA - VALENCIA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,50765.37,84608.95,5076.54,1000.0,2538.26,40.0,20.0
SUB-AT-2025-25R2986001178,U.R. SUBASTAS ANDALUCIA 29 - MALAGA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,151470.76,189338.46,15147.08,2000.0,7573.53,20.0,20.0
SUB-AT-2025-25R2886001570,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,14220.94,24143.05,,500.0,711.04,41.1,20.0
SUB-AT-2025-25R4586001187,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,3724.84,4656.05,372.48,200.0,186.24,20.0,20.0
SUB-AT-2025-25R2886001048,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,1760.0,2200.0,176.0,200.0,88.0,20.0,20.0
SUB-AT-2025-25R4586001142,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,25924.44,62884.98,,500.0,1296.22,58.77,20.0
SUB-AT-2025-25R2886001028,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,2400.0,3000.0,240.0,200.0,120.0,20.0,20.0
SUB-AT-2025-25R4586001168,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,34270.1,49447.1,,1000.0,1713.5,30.69,20.0
SUB-AT-2025-25R2886001393,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,74709.79,124516.32,7470.98,2000.0,3735.48,40.0,20.0
SUB-AT-2025-25R4186001545,U.R. SUBASTAS ANDALUCIA 41 - SEVILLA (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,54873.73,60226.38,5487.37,1000.0,2743.68,8.89,20.0
SUB-AT-2025-25R4586001100,U.R. SUBASTAS CASTILLA-MANCHA - TOLEDO (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,42184.29,52730.37,4218.42,1000.0,2109.21,20.0,20.0
SUB-AT-2025-24R2886001876,U.R. SUBASTAS MADRID - MADRID (AEAT),Finalizada y depósitos con reserva devueltos,AGENCIA TRIBUTARIA,2025-09-23,2025-10-13,1,125398.25,145719.0,12539.82,2000.0,6269.91,13.95,20.0
