referencia,num_lotes_listado,organismo,expediente,estado,fecha_conclusion_listado,descripcion,url_detalle,id_sub,referencia_det,tipo_subasta,cantidad_reclamada_eur,lotes,anuncio_boe,valor_subasta_eur,tasacion_eur,puja_minima_eur,tramo_pujas_eur,deposito_eur,fecha_inicio,fecha_conclusion,cuenta_expediente,forma_adjudicacion
SUB-JA-2025-253390,1,JUZGADO 1 INSTANCIA 10 - SEVILLA,0379/25,Finalizada y depósitos con reserva devueltos,01/12/2025 a las 18:00:00,"URBANA CUARENTA Y CUATRO, PISO LETRA B DE LA PLANTA QUINTA DE LA CASA EN CAMAS, CALLE PEÑAFLOR, SIN NÚMERO, CON ENTRADA POR EL PORTAL UNO, HOY NÚMERO CUATRO.","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253390&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253390,SUB-JA-2025-253390,JUDICIAL EN VÍA DE APREMIO,73907.9,0,BOE-B-2025-40933,117828.09,0.0,,2356.56,5891.4,2025-11-11,2025-12-01,4032 0000 05 0379 25,
SUB-JA-2025-253439,2,JUZGADO 1 INSTANCIA 18 - ZARAGOZA,0650/22,Pendiente de finalización y devolución de depósitos con reserva,01/12/2025 a las 18:00:00,"Subasta con varios lotes. Lote 1: DESCRIPCION: URBANA NUMERO NOVENTA Y DOS. - Local, en planta baja, situado en el Bloque Seis de la Parcela Cuatro del Área Quince Oeste del Actur Puente de Santiago. Plaza Ortilla Ranillas 6, bajo Local 8 Zaragoza. Lote 2: DESCRIPCIÓN: URBANA NUMERO NOVENTA Y UNO.  Local número siete, en la planta baja, situado en el Bloque Seis de la Parcela Cuatro del Área Quince-Oeste del Actur Puente de Santiago. 
          Consta inscrita en el Registro de la Propiedad de Zaragoza 8, al tomo 2243, libro 381, folio 73, finca 17604, inscripción 8ª. Plaza ortilla Ranillas 6, local 7, Zaragoza
          Tasación a efectos de subasta: 134.130 €
          REFERENCIA CATASTRAL: 6147406XM7164G0001JY
          CODIGO REGISTRAL UNICO 50024000719347","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253439&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253439,SUB-JA-2025-253439,JUDICIAL EN VÍA DE APREMIO,97945.56,2,BOE-B-2025-40951,,,,,,2025-11-11,2025-12-01,1166 0000 06 0650 22,Separada para cada lote
SUB-JA-2025-253502,2,Sección Civil e Instrucción TI Vera. Plz.n 3 - VERA,1151/09,Pendiente de finalización y devolución de depósitos con reserva,01/12/2025 a las 18:00:00,"Subasta con varios lotes. Lote 1: INSCRIPCIÓN.- Al tomo 1370, libro 86, folio 161, finca registral 4033 de Garrucha, del 
          Registro de la Propiedad de Mojacar (antes Vera).  Lote 2: INSCRIPCIÓN.- Al tomo 989, libro 51, folio 156, finca registral 4038 de Garrucha, del 
          Registro de la Propiedad de Mojácar (antes Vera).","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253502&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253502,SUB-JA-2025-253502,JUDICIAL EN VÍA DE APREMIO,152874.34,2,BOE-B-2025-40945,,,,,,2025-11-11,2025-12-01,3533 0000 06 1151 09,Separada para cada lote
SUB-JA-2025-253505,1,Sección Civil e Instrucción TI Vera. Plz.n 3 - VERA,1381/11,Finalizada y depósitos con reserva devueltos,01/12/2025 a las 18:00:00,FINCA REGISTRAL CON EL Nº 42897 DE CUEVAS DEL ALMANZORA,"https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253505&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253505,SUB-JA-2025-253505,JUDICIAL EN VÍA DE APREMIO,80434.36,0,BOE-B-2025-40946,108162.56,0.0,,2163.25,5408.12,2025-11-11,2025-12-01,3533 0000 06 1381 11,
SUB-JA-2025-253526,1,SERVICIO COMUN GENERAL SUBASTAS - VALENCIA,0112/23,Pendiente de finalización y devolución de depósitos con reserva,01/12/2025 a las 18:00:00,"Vivienda que forma parte integrante de un edificio en Sueca, con fachadas a la calle Sebastián de Diego y calle Castellón (…) Planta alta o piso tercero, destinado a vivienda, la cual tiene la condición de vivienda habitual.","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253526&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253526,SUB-JA-2025-253526,JUDICIAL EN VÍA DE APREMIO,30539.84,0,BOE-B-2025-40996,89804.5,89804.5,,,8980.45,2025-11-11,2025-12-01,4513 3732 00 0112 23,
SUB-JA-2025-253544,1,Sección Civil e Instrucción TI Illescas. Plz.n 1 - ILLESCAS,0146/14,Pendiente de finalización y devolución de depósitos con reserva,01/12/2025 a las 18:00:00,"PARCELA DE TERRENO EN TERMINO DE UGENA, SOBRE LA QUE SE ENCUENTRA CONSTRUIDA UNA VIVIENDA UNIFAMILIAR PAREADA, EN LA CALLE CUENCA 28, INSCRITA EN EL REGISTRO DE LA PROPIEDAD UNO DE ILLESCAS AL TOMO 1551, LIBRO 48, FOLIO 204, FINCA 4361, INSCRIPCION TERCERA.","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253544&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253544,SUB-JA-2025-253544,JUDICIAL EN VÍA DE APREMIO,161631.0,0,BOE-B-2025-40892,280280.0,0.0,,5605.6,14014.0,2025-11-11,2025-12-01,4290 0000 06 0146 14,
SUB-JA-2025-253598,3,JUZGADO 1 INSTANCIA 1 - ALMERIA,0440/22,Cancelada,,"Subasta con varios lotes. Lote 1: VIVIENDA DE SESENTA Y DOS METROS, OCHENTA Y CINCO DECÍMETROS CUADRADOS Lote 2: LOCAL COMERCIAL DE 27 M2 Lote 3: LOCAL COMERCIAL DE 77,90 M2","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253598&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253598,SUB-JA-2025-253598,JUDICIAL EN VÍA DE APREMIO,35546.96,3,BOE-B-2025-40849,,,,,,,,0223 0000 06 0440 22,Separada para cada lote
SUB-JA-2025-253616,1,JUZGADO 1 INSTANCIA 11 - SEVILLA,1283/22,Finalizada y depósitos con reserva devueltos,01/12/2025 a las 18:00:00,"URBANA:  286.  Piso  izquierdo  de  la  planta  baja  señalado con  el  nº  1  de  la  casa  en calle Candelabro, de la Barriada de La Candelaria en Sevilla. Tiene una superficie construida de  53  m2  y  útil  de  42,50  m2.  Linda,  por  el  Norte,  con resto  de la  finca  matriz  de  donde procede el solar de esta finca, o sea, la finca nº 5.322 por donde tiene su acceso; por el Sur, con la nave industrial nº 32; y por el Oeste, con la nave industrial nº 26, todas de esta misma procedencia.","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253616&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253616,SUB-JA-2025-253616,JUDICIAL EN VÍA DE APREMIO,40294.19,0,BOE-B-2025-40935,94600.0,0.0,,1892.0,4730.0,2025-11-11,2025-12-01,4033 0000 06 1283 22,
SUB-JA-2025-253650,1,Sección Civil e Instrucción TI Estepona. Plz.n 5 - ESTEPONA,0258/21,Pendiente de finalización y devolución de depósitos con reserva,01/12/2025 a las 18:00:00,"URBANIZACIÓN HACIENDA BEACH, FASE I, APARTAMENTO 55, ESTEPONA","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253650&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253650,SUB-JA-2025-253650,JUDICIAL EN VÍA DE APREMIO,264890.16,0,BOE-B-2025-40881,525524.0,0.0,,,52552.4,2025-11-11,2025-12-01,4207 0000 06 0258 21,
SUB-JA-2025-253660,1,JUZGADO 1 INSTANCIA 7 - SABADELL,0176/24,Pendiente de finalización y devolución de depósitos con reserva,01/12/2025 a las 18:00:00,"Finca registral nº 4809 de Palau Solità i Plegamans, inscrita en
          el Registro de la Propiedad nº 4 de Sabadell al libro 100, tomo 2665, folio 166.","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253660&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253660,SUB-JA-2025-253660,JUDICIAL EN VÍA DE APREMIO,174930.56,0,BOE-B-2025-40923,406026.9,0.0,,8120.54,20301.34,2025-11-11,2025-12-01,3569 0000 06 0176 24,
SUB-JA-2025-253661,1,JUZGADO 1 INSTANCIA 3 - LLEIDA,0460/23,Finalizada y depósitos con reserva devueltos,01/12/2025 a las 18:00:00,FINCA NUM. 6495 DEL REGISTRO DE LA PROPIEDAD DE LES BORGES BLANQUES,"https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253661&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253661,SUB-JA-2025-253661,JUDICIAL EN VÍA DE APREMIO,194475.99,0,BOE-B-2025-40900,307092.11,0.0,,6141.84,15354.6,2025-11-11,2025-12-01,2193 0000 06 0460 23,
SUB-JA-2025-253684,1,JUZGADO 1 INSTANCIA 1 - JEREZ DE LA FRONTERA,1027/21,Finalizada y depósitos con reserva devueltos,01/12/2025 a las 18:00:00,"La mitad indivisa de la finca nº 37339 inscrita en el Registro de la Propiedad Número TRES de Jerez de la Frontera, del Tomo 1630, Libro 610, folio 132.
          URBANA.- ""URBANA.- NUMERO TRES - Nave Industrial en la parcela 9-B--4-2 de El Portal, en esta ciudad.- Mide una superficie construida de ciento setenta y ocho metros y mil seiscientos cincuenta centímetros cuadrados.- Linda, . tomando -como frente el vial central: derecha entrando, nave número cuatro; izquierda, zona común de aparcamientos; y fondo: zona común ajardinada.- CUOTA: 9,516 por 100","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253684&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253684,SUB-JA-2025-253684,JUDICIAL EN VÍA DE APREMIO,46000.0,0,BOE-B-2025-40895,47748.08,0.0,,954.96,2387.4,2025-11-11,2025-12-01,1259 0000 05 1027 21,
SUB-JA-2025-253691,1,JUZGADO 1 INST E INSTRUCC. 5 - ARENYS MAR,1326/22,Finalizada y depósitos con reserva devueltos,01/12/2025 a las 18:00:00,"Urbana.- Decimotercera-decimoquinta finca.- Vivienda con estudio de la puerta primera, situada a la derecha entrando del tercer piso, del edificio sito en Calella, calle Àngel Guimerà, número 89, hoy día número 115, de superficie útil 61,02 metros cuadrados y altura útil de 2,60 metros, con una terraza de 3 metros cuadrados de superficie. Es anejo de dicha vivienda con estudio un cuarto lavadero de 1,50 metros cuadrados aproximadamente, situado en la azotea del total inmueble, señalado con el número 7. Inscrita en el Registro de la Propiedad de Arenys de Mar al tomo 2258, libro 391, folio 183, finca número 18201"".  Referencia Catastral: 2477711DG7027N0008FL.","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253691&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253691,SUB-JA-2025-253691,JUDICIAL EN VÍA DE APREMIO,214254.69,0,BOE-B-2025-40854,180750.0,0.0,,3615.0,9037.5,2025-11-11,2025-12-01,0516 0000 06 1326 22,
SUB-JA-2025-253746,1,JUZGADO 1 INSTANCIA 11 - SEVILLA,0243/24,Cancelada,,"URBANA: TREINTA Y SEIS: Piso vivienda, en la planta octava, letra D, tipo A-1, del Edificio en esta Ciudad, señalado como el bloque cuatrocientos doce, en la Barriada de Pino Montano, hoy calle Almadraberos número dos.","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253746&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253746,SUB-JA-2025-253746,JUDICIAL EN VÍA DE APREMIO,64039.96,0,BOE-B-2025-40972,92948.8,0.0,,1858.97,4647.44,,,4033 0000 06 0243 24,
SUB-JA-2025-253775,1,JUZGADO 1 INSTANCIA 16 - SEVILLA,0441/23,Cancelada,,"Finca nº 56.998, inscrita en el Registro de la Propiedad nº 5 de Sevilla, al tomo 792, libro 791, folio 97. Sita en C/ AJIMEZ, 11, 1º A - 41008 SEVILLA.","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253775&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253775,SUB-JA-2025-253775,JUDICIAL EN VÍA DE APREMIO,5598.66,0,BOE-B-2025-40973,72280.12,0.0,,,7228.01,,,4038 0000 06 0441 23,
SUB-JA-2025-253781,1,JUZGADO 1 INSTANCIA 16 - SEVILLA,0522/14,Finalizada y depósitos con reserva devueltos,01/12/2025 a las 18:00:00,"Bien inmueble sito en C/ Vela, 2, 7º B, Casa V (Núcleo Residencial Las Camelias) - 41020 Sevilla. Finca nº 6225, inscrita en el Registro de la Propiedad nº 14 de Sevilla, en el tomo 3397, libro 121, folio 87.","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253781&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253781,SUB-JA-2025-253781,JUDICIAL EN VÍA DE APREMIO,164637.9,0,BOE-B-2025-40974,339346.5,0.0,,,33934.65,2025-11-11,2025-12-01,4038 0000 06 0522 14,
SUB-JA-2025-253790,1,Sección Civil e Instrucción TI Posadas. Plz.n 3 - POSADAS,0249/21,Finalizada y depósitos con reserva devueltos,01/12/2025 a las 18:00:00,"URBANA: Casa habitación compuesta de planta baja y planta alta, situada en la calle Los Naranjos, marcada con el número doce de gobierno, de la ciudad de Palma del Río.","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253790&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253790,SUB-JA-2025-253790,JUDICIAL EN VÍA DE APREMIO,94518.69,0,BOE-B-2025-40919,137136.79,137136.79,,2742.73,6856.83,2025-11-11,2025-12-01,4955 0000 06 0249 21,
