referencia,num_lotes_listado,organismo,expediente,estado,fecha_conclusion_listado,descripcion,url_detalle,id_sub,referencia_det,tipo_subasta,cantidad_reclamada_eur,lotes,anuncio_boe,valor_subasta_eur,tasacion_eur,puja_minima_eur,tramo_pujas_eur,deposito_eur,fecha_inicio,fecha_conclusion,cuenta_expediente,forma_adjudicacion
SUB-JA-2025-253793,1,SERVICIO COMUN GENERAL SUBASTAS - VALENCIA,0295/23,Finalizada y depósitos con reserva devueltos,01/12/2025 a las 18:00:00,"VIVIENDA sita en la primera planta alta del edificio calle
          Cementerio nº 2; de Venta del Moro (Valencia).","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253793&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253793,SUB-JA-2025-253793,JUDICIAL EN VÍA DE APREMIO,50785.76,0,BOE-B-2025-40997,63095.0,63095.0,,,3154.75,2025-11-11,2025-12-01,4513 4415 00 0295 23,
SUB-JA-2025-253828,1,Sec. Civil e Inst. TI Sant Feliu Guíxols. Plz.n 2 - SANT FELIU DE GUIXOLS,0010/21,Pendiente de finalización y devolución de depósitos con reserva,01/12/2025 a las 18:00:00,LOTE UNICO: FINCA 16974 CASTELL-PLATJA D'ARO,"https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253828&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253828,SUB-JA-2025-253828,JUDICIAL EN VÍA DE APREMIO,311580.69,0,BOE-B-2025-40930,289011.25,289011.25,,5780.22,14450.56,2025-11-11,2025-12-01,1706 0000 06 0010 21,
SUB-JA-2025-253850,1,Sección Civil e Instrucción TI Almadén. Plz.n 1 - ALMADEN,0037/18,Pendiente de finalización y devolución de depósitos con reserva,01/12/2025 a las 18:00:00,"URBANA .-CASA EN ALMADEN SITUADA EN LA CALLE MIGUEL HERNANDEZ, EN EL NUMERO CUARENTA Y CINCO , CON UNA SUPERFICIE DE TERRENO DE CIENTO CUARENTA Y CINCO METROS CUADRADOS Y UNA SUPERFICIE CONSTRUIDA DE CIENTO CUARENTA Y CUATRO METROS CUADRADOS .LINDA DERECHA ENTRANDO CON HEREDEROS DE NICOLAS RUIZ ,IZQUIERDA OTRA DE CANDELARIA PARDO RIVALLO Y FONDO OTRA DE JULIAN CHAMORRO INSCRITA EN EL REGISTRO DE LA PROPIEDAD DE ALMADEN ALTOMO 406,LIBRO 134, FOLIO 84 FINCA REGISTRAL NUMERO 3311 .REFERENCIA CATASTRAL  0632611UH4903S0001EK","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253850&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253850,SUB-JA-2025-253850,JUDICIAL EN VÍA DE APREMIO,26341.43,0,BOE-B-2025-40848,39530.0,0.0,,,1976.5,2025-11-11,2025-12-01,1364 0000 05 0037 18,
SUB-JA-2025-253892,1,JUZGADO 1 INST E INSTRUCC. 6 - ARENYS MAR,0200/21,Pendiente de finalización y devolución de depósitos con reserva,01/12/2025 a las 18:00:00,"Finca registral 1.939 de SANT CEBRIÀ DE VALLALTA, inscrita en
          el Registro de la Propiedad de Arenys de Mar Tomo 1587, Libro 44 Folio 210","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253892&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253892,SUB-JA-2025-253892,JUDICIAL EN VÍA DE APREMIO,334808.48,0,BOE-B-2025-40853,411100.0,0.0,,8222.0,20555.0,2025-11-11,2025-12-01,0530 0000 06 0200 21,
SUB-JA-2025-253930,1,JUZGADO 1 INSTANCIA 1 - PONFERRADA,0245/23,Finalizada y depósitos con reserva devueltos,01/12/2025 a las 18:00:00,"URBANA: ENTIDAD NÚMERO OCHO.- VIVIENDA DE LA PLANTA PRIMERA, señalada con la letra A, portal uno con entrada a través de la Calle La Emisora, del edificio en Fuentesnuevas (Ayuntamiento de Ponferrada), con tres portales, portal uno en la Calle La Emisora, portal dos en la Avenida Antonio Cortés y portal tres en la Calle Los Deportes, sin número de policía urbana. Tiene una superficie útil aproximada de SESENTA Y DOS METROS CON CATORCE DECÍMETROS CUADRADOS.","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253930&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253930,SUB-JA-2025-253930,JUDICIAL EN VÍA DE APREMIO,62812.79,0,BOE-B-2025-40968,66465.38,66465.38,,1329.3,3323.26,2025-11-11,2025-12-01,2142 0000 06 0245 23,
SUB-JA-2025-253933,1,JUZGADO 1 INSTANCIA 100 - MADRID,0173/17,Pendiente de finalización y devolución de depósitos con reserva,01/12/2025 a las 18:00:00,"FINCA REGISTRAL Nº:47040
          DESCRIPCIÓN: URBANA - NÚMERO ONCE. PISO CUARTO NÚMERO UNO o
          LETRA A, de la casa sita en Madrid, número veinticinco de la calle Esmeralda, con vuelta a
          la de Marcelo Usera, número ciento veinticuatro. Se halla situado en la cuarta planta del
          edificio. Se destina a vivienda. Ocupa la superficie construida de setenta y tres metros
          sesenta y siete decímetros cuadrados, más otros cuatro metros cuadrados del trastero anexo
          situado en la terraza del edificio.REGISTRO DE LA PROPIEDAD Nº 16 DE MADRID, inscrita al folio 135, tomo 2143.
          SITUACIÓN: CALLE ESMERALDA Nº 25 PLANTA 4ª PUERTA A (28026) MADRID","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253933&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253933,SUB-JA-2025-253933,JUDICIAL EN VÍA DE APREMIO,171214.98,0,BOE-B-2025-40964,226600.0,0.0,,4532.0,11330.0,2025-11-11,2025-12-01,5066 0000 06 0173 17,
SUB-JA-2025-253936,1,JUZGADO 1 INST E INSTRUCC. 2 - TALAVERA DE LA REINA,0058/25,Pendiente de finalización y devolución de depósitos con reserva,01/12/2025 a las 18:00:00,SEGUN EDICTO,"https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253936&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253936,SUB-JA-2025-253936,JUDICIAL EN VÍA DE APREMIO,84824.53,0,BOE-B-2025-40937,124408.2,124408.2,,,12440.82,2025-11-11,2025-12-01,4308 0000 05 0058 25,
SUB-JA-2025-253946,1,Sec. Civil e Inst. TI Roquetas de Mar. Plz.n 3 - ROQUETAS DE MAR,0400/17,Finalizada y depósitos con reserva devueltos,01/12/2025 a las 18:00:00,"Finca nº 26.669.- URBANA: Local Comercial en planta baja de protección oficial de promoción privada en Roquetas de Mar de 109,63 m2, que señalan con el nº DOS-A que forma parte del edificio plurifamiliar ¿EDIFICIO INDALO¿, sito en Roquetas de Mar con fachada principal al Poniente en Avenida de Roquetas de Mar nº 39. Inscrita al Registro de la Propiedad de Roquetas de Mar nº 1 al tomo 3483, libro 1678, folio 214 finca 26669. Se ubica en Avda. ROQUETAS DE MAR, 65, Es:1 Pl: 00 Pt: 01 - 04740 - ROQUETAS DE MAR","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253946&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253946,SUB-JA-2025-253946,JUDICIAL EN VÍA DE APREMIO,275812.93,0,BOE-B-2025-40921,754000.0,0.0,,15080.0,37700.0,2025-11-11,2025-12-01,0274 0000 06 0400 17,
SUB-JA-2025-253954,1,Sec. Civil e Inst. TI La Carolina. Plz.n 1 - CAROLINA,0591/21,Finalizada y depósitos con reserva devueltos,01/12/2025 a las 18:00:00,LOCAL EN CALLE MENDEZ NUÑEZ DE LA CAROLINA109 METROS CUADRADOS CONSTRUIDOS,"https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253954&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253954,SUB-JA-2025-253954,JUDICIAL EN VÍA DE APREMIO,68331.07,0,BOE-B-2025-40865,133068.61,0.0,,2661.37,6653.43,2025-11-11,2025-12-01,2028 0000 06 0591 21,
SUB-JA-2025-253959,1,Sección Civil e Instrucción TI Coria. Plz.n 2 - CORIA,0095/19,Cancelada,,"LOCAL COMERCIAL EN PLANTA BAJA, SEÑALADA EN PLANOS CON EL NUMERO 8 DEL EDIFICIO SITO EN CACERES CALLE SAN PEDRO DE ALCANTARA Y SANTA JOAQUINA DE VEDRUNA","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253959&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253959,SUB-JA-2025-253959,JUDICIAL EN VÍA DE APREMIO,9563.0,0,BOE-B-2025-40868,44172.13,44172.13,,,8834.43,,,1151 0000 05 0095 19,
SUB-JA-2025-253966,1,JUZGADO MERCANTIL 1 - CASTELLON DE LA PLANA,0669/24,Pendiente de finalización y devolución de depósitos con reserva,01/12/2025 a las 18:00:00,"Mitad indivisa de FINCA SEXAGESIMA. -Piso decimocuarto izquierda, letra A, sito en planta decimoquinta, del Bloque II del Grupo La Paz, situado en Castellón, calle Parque del Oeste","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253966&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253966,SUB-JA-2025-253966,JUDICIAL EN VÍA DE APREMIO,25376.8,0,BOE-B-2025-40982,28893.5,28893.5,,,2022.55,2025-11-11,2025-12-01,2713 0000 05 0669 24,
SUB-JA-2025-253987,1,JUZGADO 1 INSTANCIA 4 - GRANOLLERS,1536/19,Cancelada,,Rústica pieza de tierra en el término de Sant Antoni de Vilamajor dentro de la cual existe la casa de campo denominada Can Collet señalada con el número 18.,"https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-253987&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-253987,SUB-JA-2025-253987,JUDICIAL EN VÍA DE APREMIO,238933.12,0,BOE-B-2025-40961,641400.0,0.0,,12828.0,32070.0,,,0738 0000 06 1536 19,
SUB-JA-2025-254027,1,JUZGADO 1 INSTANCIA 10 - CASTELLON DE LA PLANA,0698/22,Pendiente de finalización y devolución de depósitos con reserva,01/12/2025 a las 18:00:00,"URBANA: NUEVE. Piso cuarto en alto, izquierda mirando a la fachada del edificio en esta ciudad, calle Cataluña, número treinta y nueve, antes cuarenta y uno,con entrada
          independiente desde la calle de su situación por el zaguán y escalera de uso común. Se compone de tres dormitorios, sala de estar, comedor, cocina, cuarto de aseo, ropero, galería y recibidor ocupa una superficie útil de sesenta y siete metros cuadrados; y linda; por la derecha, piso señalado
          con el número ocho; izquierda, Josefa Caballer Peris; y espaldas, la misma Josefa Caballer.
          CUOTA: Diez enteros por ciento.
          Referencia Catastral: 2610930YK5321S0009JP
          Inscrita en el Registro de Castellón nº1, Tomo 967 Libro 257 Folio 79, Finca Registral nº 936. La hipoteca que se ejecuta constituye la inscripción 8ª ampliada y modificada por la 9ª y por la 10ª.","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-254027&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-254027,SUB-JA-2025-254027,JUDICIAL EN VÍA DE APREMIO,103110.58,0,BOE-B-2025-40958,176561.94,0.0,,,8828.09,2025-11-11,2025-12-01,5317 0000 06 0698 22,
SUB-JA-2025-254036,1,JUZGADO 1 INST E INSTRUCC. 1 - DON BENITO,0025/24,Cancelada,,"Finca registral Nº 43.347, parcela de terreno o solar procedente de la Dehesa Boyal Nueva, sobre esta finca existe un edificio destinado a hotel","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-254036&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-254036,SUB-JA-2025-254036,JUDICIAL EN VÍA DE APREMIO,2834956.43,0,BOE-B-2025-40870,5273369.26,5273369.26,,105467.38,263668.46,,,0347 0000 06 0025 24,
SUB-JA-2025-254056,1,Sección Civil e Instrucción TI Nules. Plz.n 2 - NULES,0265/19,Pendiente de finalización y devolución de depósitos con reserva,01/12/2025 a las 18:00:00,FINCA REGISTRAL Nº 10.649 CHILCHES.,"https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2025-254056&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JA-2025-254056,SUB-JA-2025-254056,JUDICIAL EN VÍA DE APREMIO,127710.45,0,BOE-B-2025-40915,271645.0,0.0,,5432.9,13582.25,2025-11-11,2025-12-01,1351 0000 05 0265 19,
SUB-JV-2025-252137,1,UNIDAD SUBASTAS JUDICIALES MURCIA - MURCIA,0181/21,Finalizada y depósitos con reserva devueltos,01/12/2025 a las 18:00:00,"SUBASTA DE DIVISIÓN DE COSA COMÚN, CON PUJA SECRETA. Id. lote: 252137L01. Finca registral 11259. Dúplex en Los Alcázares (subasta por división de cosa común con condiciones especiales ajustadas a la Ley Orgánica 1/2025, con puja secreta. El inmueble se vende libre de cargas, puja inicial mínima: 106.005,99 €, que corresponde al 80% del valor de subasta del inmueble. Se puede visitar). Durante la celebración de la subasta no serán visibles las pujas efectuadas. No hay fase de prórroga. Esta subasta se rige por condiciones especiales acordadas por el juzgado. Constan en el edicto y documentación de la subasta. Han de ser aceptadas por los postores para poder pujar. El lote se adjudicará por un precio mínimo de de 106.005,99 EUROS, libre de cargas registrales, salvo que se publique otra cosa.","https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JV-2025-252137&idBus=b1dsZHcyK2F3Z2VwRFVqaXQ1OGVPbGZZWnlDUzY0ekcvQTAzTDNNSks0RTJWL0h4UXRTRW1hdnlIRDJuMzJjMVgxYks0MUpxak5iWWpQNnZGaGhSMGVmUTNyUnpkS0JvWUtiSm56a1IxcjdYQXRpY2E2dHVFNnNtMXNoWDFvak1EeXhZVTZNQ3JCUlk0WVptemtmbHlLT21sbkF0TVpFOHRXYnp3Lzhhc0xzVmREWWNzVllPekhpTFp0NjRzQXJIaFdLY3h4WjNsc0tCR2JBOXN1d01lWXp0aG1iUjZTWTlmNkF3bHdGSFRRa2tCeG5WZnJFUzl2cmljMldsd1Q5VE1MWFJqVmF5VElCM2xud2s1UE5tckVPLzNHVjV1Vy8wbVpMdnpCRUdWeGxrUHFMODlmOVZVN09pVVEvcldOZGI,-50-50",SUB-JV-2025-252137,SUB-JV-2025-252137,JUDICIAL VOLUNTARIA,0.0,0,BOE-B-2025-40989,132507.48,0.0,106005.99,,6625.37,2025-11-11,2025-12-01,3728 3130 05 0181 21,
